,l2_dist_x_p_p,l2_dist_y_p_p,l2_dist_euc_p_p,l2_dist_x_p_s,l2_dist_y_p_s,l2_dist_euc_p_s,l2_dist_x_final,l2_dist_y_final,l2_dist_euc_final,Det p-p (Thr=0),Det p-p (Thr=10),Det p-p (Thr=20),Det p-p (Thr=30),Det p-p (Thr=40),Det p-p (Thr=50),Det p-p (Thr=60),Det p-p (Thr=70),Det p-p (Thr=80),Det p-p (Thr=90),Det p-p (Thr=100),Det p-s (Thr=0),Det p-s (Thr=10),Det p-s (Thr=20),Det p-s (Thr=30),Det p-s (Thr=40),Det p-s (Thr=50),Det p-s (Thr=60),Det p-s (Thr=70),Det p-s (Thr=80),Det p-s (Thr=90),Det p-s (Thr=100),Det final (Thr=0),Det final (Thr=10),Det final (Thr=20),Det final (Thr=30),Det final (Thr=40),Det final (Thr=50),Det final (Thr=60),Det final (Thr=70),Det final (Thr=80),Det final (Thr=90),Det final (Thr=100)
1,7.286481647269472,4.256042972247091,9.433076526592396,65.30170098478067,29.675022381378692,77.51225882164437,7.562220232766339,4.410026857654431,9.742971194848813,77.88719785138764,92.12175470008953,95.88182632050135,97.76186213070726,98.65711727842435,99.19427036705461,99.37332139659803,99.55237242614146,99.55237242614146,99.55237242614146,99.73142345568488,24.082363473589975,45.0313339301701,54.610564010743055,59.71351835273053,63.9212175470009,67.41271262309758,69.65085049239033,72.69471799462846,74.48522829006266,76.544315129812,77.79767233661593,74.39570277529096,91.7636526410027,96.15040286481647,97.85138764547897,98.65711727842435,99.28379588182632,99.37332139659803,99.55237242614146,99.55237242614146,99.55237242614146,99.73142345568488
2,9.606982990152193,5.077887197851387,11.736878041608453,65.29991047448523,29.683974932855865,77.51915501578651,9.326768128916742,4.948970456580125,11.43252513705052,58.370635631154876,88.272157564906,94.71799462846911,97.13518352730529,98.29901521933752,98.83616830796778,99.28379588182632,99.46284691136974,99.64189794091315,99.73142345568488,99.73142345568488,24.082363473589975,45.0313339301701,54.610564010743055,59.71351835273053,63.9212175470009,67.41271262309758,69.65085049239033,72.69471799462846,74.48522829006266,76.544315129812,77.79767233661593,61.41450313339302,88.3616830796777,94.71799462846911,97.13518352730529,98.47806624888094,98.83616830796778,99.28379588182632,99.46284691136974,99.64189794091315,99.73142345568488,99.73142345568488
4,6.912264995523724,3.560429722470904,8.39627110111043,65.30170098478067,29.675022381378692,77.51225882164437,7.147717099373321,4.26857654431513,9.091296327842894,76.81289167412713,92.30080572963296,96.95613249776186,98.65711727842435,99.19427036705461,99.37332139659803,99.46284691136974,99.46284691136974,99.64189794091315,99.73142345568488,99.82094897045658,24.082363473589975,45.0313339301701,54.610564010743055,59.71351835273053,63.9212175470009,67.41271262309758,69.65085049239033,72.69471799462846,74.48522829006266,76.544315129812,77.79767233661593,70.63563115487914,91.67412712623097,97.49328558639212,98.74664279319606,99.28379588182632,99.46284691136974,99.46284691136974,99.46284691136974,99.64189794091315,99.73142345568488,99.82094897045658
8,6.912264995523724,3.560429722470904,8.39627110111043,65.30170098478067,29.675022381378692,77.51225882164437,7.147717099373321,4.26857654431513,9.091296327842894,76.81289167412713,92.30080572963296,96.95613249776186,98.65711727842435,99.19427036705461,99.37332139659803,99.46284691136974,99.46284691136974,99.64189794091315,99.73142345568488,99.82094897045658,24.082363473589975,45.0313339301701,54.610564010743055,59.71351835273053,63.9212175470009,67.41271262309758,69.65085049239033,72.69471799462846,74.48522829006266,76.544315129812,77.79767233661593,70.63563115487914,91.67412712623097,97.49328558639212,98.74664279319606,99.28379588182632,99.46284691136974,99.46284691136974,99.46284691136974,99.64189794091315,99.73142345568488,99.82094897045658
16,6.588182632050135,3.2927484333034913,8.114021298888655,65.30170098478067,29.675022381378692,77.51225882164437,6.830796777081468,3.4923903312444047,8.451394062335748,77.08146821844225,93.01700984780662,97.224709042077,98.29901521933752,99.1047448522829,99.28379588182632,99.46284691136974,99.55237242614146,99.73142345568488,99.73142345568488,99.73142345568488,24.082363473589975,45.0313339301701,54.610564010743055,59.71351835273053,63.9212175470009,67.41271262309758,69.65085049239033,72.69471799462846,74.48522829006266,76.544315129812,77.79767233661593,73.67949865711728,93.7332139659803,97.3142345568487,98.38854073410921,99.19427036705461,99.37332139659803,99.55237242614146,99.64189794091315,99.73142345568488,99.73142345568488,99.73142345568488
